title,stars,price,stock
Off Sides (Off #1),Five,£39.45,In
Of Mice and Men,Two,£47.11,In
Myriad (Prentor #1),Four,£58.75,In
My Perfect Mistake (Over the Top #1),Two,£38.92,In
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Four,£39.39,In
Meditations,Two,£25.89,In
Matilda,One,£28.34,In
Lost Among the Living,Four,£27.70,In
Lord of the Flies,Three,£24.89,In
Listen to Me (Fusion #1),Three,£58.99,In
Kitchens of the Great Midwest,Five,£57.20,In
Jane Eyre,Five,£38.43,In
Imperfect Harmony,Four,£34.74,In
Icing (Aces Hockey #2),Four,£40.44,In
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Three,£45.24,In
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Four,£34.96,In
"Giant Days, Vol. 1 (Giant Days #1-4)",Four,£56.76,In
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Five,£40.28,In
Frankenstein,Two,£38.00,In
Forever Rockers (The Rocker #12),Three,£28.80,In
Fighting Fate (Fighting #6),Three,£39.24,In
Emma,Two,£32.93,In
"Eat, Pray, Love",Three,£51.32,In
Deep Under (Walker Security #1),Five,£47.09,In
Choosing Our Religion: The Spiritual Lives of America's Nones,Four,£28.42,In
Charlie and the Chocolate Factory (Charlie Bucket #1),Three,£22.85,In
Charity's Cross (Charles Towne Belles #4),One,£41.24,In
Bright Lines,Five,£39.07,In
Bridget Jones's Diary (Bridget Jones #1),One,£29.82,In
Bounty (Colorado Mountain #7),Four,£37.26,In
Blood Defense (Samantha Brinkman #1),Three,£20.30,In
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Five,£34.65,In
Beyond Good and Evil,One,£43.38,In
Alice in Wonderland (Alice's Adventures in Wonderland #1),One,£55.53,In
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Four,£57.06,In
A Spy's Devotion (The Regency Spies of London #1),Five,£16.97,In
1st to Die (Women's Murder Club #1),One,£53.98,In
"1,000 Places to See Before You Die",Five,£26.08,In
